Année,Catégorie,Sous-catégorie,Valeur
1999,Dette publique extérieure,Remise de dettes,-10.08
2000,Dette publique extérieure,Remise de dettes,0
2001,Dette publique extérieure,Remise de dettes,0
2002,Dette publique extérieure,Remise de dettes,0
2003,Dette publique extérieure,Remise de dettes,0
2004,Dette publique extérieure,Remise de dettes,0
2005,Dette publique extérieure,Remise de dettes,0
2006,Dette publique extérieure,Remise de dettes,0
2007,Dette publique extérieure,Remise de dettes,0
2008,Dette publique extérieure,Remise de dettes,0
2009,Dette publique extérieure,Remise de dettes,56.1
2010,Dette publique extérieure,Remise de dettes,0
2011,Dette publique extérieure,Remise de dettes,0
2012,Dette publique extérieure,Remise de dettes,172.705
2013,Dette publique extérieure,Remise de dettes,0
2014,Dette publique extérieure,Remise de dettes,0
2015,Dette publique extérieure,Remise de dettes,0
2016,Dette publique extérieure,Remise de dettes,0
2017,Dette publique extérieure,Remise de dettes,0
2018,Dette publique extérieure,Remise de dettes,0
1970,Dette publique extérieure,Reduction du stock de la dette,0
1971,Dette publique extérieure,Reduction du stock de la dette,0
1972,Dette publique extérieure,Reduction du stock de la dette,0
1973,Dette publique extérieure,Reduction du stock de la dette,0
1974,Dette publique extérieure,Reduction du stock de la dette,0
1975,Dette publique extérieure,Reduction du stock de la dette,0
1976,Dette publique extérieure,Reduction du stock de la dette,0
1977,Dette publique extérieure,Reduction du stock de la dette,0
1978,Dette publique extérieure,Reduction du stock de la dette,0
1979,Dette publique extérieure,Reduction du stock de la dette,0
1980,Dette publique extérieure,Reduction du stock de la dette,0
1981,Dette publique extérieure,Reduction du stock de la dette,0
1982,Dette publique extérieure,Reduction du stock de la dette,0
1983,Dette publique extérieure,Reduction du stock de la dette,0
1984,Dette publique extérieure,Reduction du stock de la dette,0
1985,Dette publique extérieure,Reduction du stock de la dette,0
1986,Dette publique extérieure,Reduction du stock de la dette,0
1987,Dette publique extérieure,Reduction du stock de la dette,0
1988,Dette publique extérieure,Reduction du stock de la dette,0
1989,Dette publique extérieure,Reduction du stock de la dette,0
1990,Dette publique extérieure,Reduction du stock de la dette,0
1991,Dette publique extérieure,Reduction du stock de la dette,0
1992,Dette publique extérieure,Reduction du stock de la dette,0
1993,Dette publique extérieure,Reduction du stock de la dette,0
1994,Dette publique extérieure,Reduction du stock de la dette,0
1995,Dette publique extérieure,Reduction du stock de la dette,0
1996,Dette publique extérieure,Reduction du stock de la dette,0
1997,Dette publique extérieure,Reduction du stock de la dette,2365.87
1998,Dette publique extérieure,Reduction du stock de la dette,0
1999,Dette publique extérieure,Reduction du stock de la dette,0
2000,Dette publique extérieure,Reduction du stock de la dette,0
2001,Dette publique extérieure,Reduction du stock de la dette,0
2002,Dette publique extérieure,Reduction du stock de la dette,0
2003,Dette publique extérieure,Reduction du stock de la dette,0
2004,Dette publique extérieure,Reduction du stock de la dette,0
2005,Dette publique extérieure,Reduction du stock de la dette,0
2006,Dette publique extérieure,Reduction du stock de la dette,0
2007,Dette publique extérieure,Reduction du stock de la dette,0
2008,Dette publique extérieure,Reduction du stock de la dette,0
2009,Dette publique extérieure,Reduction du stock de la dette,0
2010,Dette publique extérieure,Reduction du stock de la dette
2011,Dette publique extérieure,Reduction du stock de la dette
2012,Dette publique extérieure,Reduction du stock de la dette
2013,Dette publique extérieure,Reduction du stock de la dette
2014,Dette publique extérieure,Reduction du stock de la dette
2015,Dette publique extérieure,Reduction du stock de la dette
2016,Dette publique extérieure,Reduction du stock de la dette
2017,Dette publique extérieure,Reduction du stock de la dette
2018,Dette publique extérieure,Reduction du stock de la dette
2019,Dette publique extérieure,Reduction du stock de la dette
2020,Dette publique extérieure,Reduction du stock de la dette
1970,Indicateur macroeconomique,PIB nominal (en milliards de FCFA),364
1971,Indicateur macroeconomique,PIB nominal (en milliards de FCFA),414
1972,Indicateur macroeconomique,PIB nominal (en milliards de FCFA),439.3
1973,Indicateur macroeconomique,PIB nominal (en milliards de FCFA),471.6
1974,Indicateur macroeconomique,PIB nominal (en milliards de FCFA),559.1
1975,Indicateur macroeconomique,PIB nominal (en milliards de FCFA),566.2
1976,Indicateur macroeconomique,PIB nominal (en milliards de FCFA),739
1977,Indicateur macroeconomique,PIB nominal (en milliards de FCFA),834.5
1978,Indicateur macroeconomique,PIB nominal (en milliards de FCFA),939.9
1979,Indicateur macroeconomique,PIB nominal (en milliards de FCFA),1539.2
1980,Indicateur macroeconomique,PIB nominal (en milliards de FCFA),1782.8
1981,Indicateur macroeconomique,PIB nominal (en milliards de FCFA),1944.9
1982,Indicateur macroeconomique,PIB nominal (en milliards de FCFA),2149.9
1983,Indicateur macroeconomique,PIB nominal (en milliards de FCFA),2291.4
1984,Indicateur macroeconomique,PIB nominal (en milliards de FCFA),2486.6
1985,Indicateur macroeconomique,PIB nominal (en milliards de FCFA),3135
1986,Indicateur macroeconomique,PIB nominal (en milliards de FCFA),3172
1987,Indicateur macroeconomique,PIB nominal (en milliards de FCFA),3031.8
1988,Indicateur macroeconomique,PIB nominal (en milliards de FCFA),3054.5
1989,Indicateur macroeconomique,PIB nominal (en milliards de FCFA),3109.5
1990,Indicateur macroeconomique,PIB nominal (en milliards de FCFA),3666.33
1991,Indicateur macroeconomique,PIB nominal (en milliards de FCFA),4024.21
1992,Indicateur macroeconomique,PIB nominal (en milliards de FCFA),4011.76
1993,Indicateur macroeconomique,PIB nominal (en milliards de FCFA),4012.03
1994,Indicateur macroeconomique,PIB nominal (en milliards de FCFA),5795.06
1995,Indicateur macroeconomique,PIB nominal (en milliards de FCFA),7444.34
1996,Indicateur macroeconomique,PIB nominal (en milliards de FCFA),8454.61
1997,Indicateur macroeconomique,PIB nominal (en milliards de FCFA),9315.5
1998,Indicateur macroeconomique,PIB nominal (en milliards de FCFA),10130.63
1999,Indicateur macroeconomique,PIB nominal (en milliards de FCFA),10375.76
2000,Indicateur macroeconomique,PIB nominal (en milliards de FCFA),10389.29
2001,Indicateur macroeconomique,PIB nominal (en milliards de FCFA),11171.59
2002,Indicateur macroeconomique,PIB nominal (en milliards de FCFA),11717.96
2003,Indicateur macroeconomique,PIB nominal (en milliards de FCFA),12109.2
2004,Indicateur macroeconomique,PIB nominal (en milliards de FCFA),12088.72
2005,Indicateur macroeconomique,PIB nominal (en milliards de FCFA),12456.15
2006,Indicateur macroeconomique,PIB nominal (en milliards de FCFA),12866.23
2007,Indicateur macroeconomique,PIB nominal (en milliards de FCFA),13477.66
2008,Indicateur macroeconomique,PIB nominal (en milliards de FCFA),14995.38
2009,Indicateur macroeconomique,PIB nominal (en milliards de FCFA),15845.72
2010,Indicateur macroeconomique,PIB nominal (en milliards de FCFA),17035.74
2011,Indicateur macroeconomique,PIB nominal (en milliards de FCFA),16742.02
2012,Indicateur macroeconomique,PIB nominal (en milliards de FCFA),18905.69
2013,Indicateur macroeconomique,PIB nominal (en milliards de FCFA),21349.89
2014,Indicateur macroeconomique,PIB nominal (en milliards de FCFA),24136.07
2015,Indicateur macroeconomique,PIB nominal (en milliards de FCFA),27086.15
2016,Indicateur macroeconomique,PIB nominal (en milliards de FCFA),28423.87
2017,Indicateur macroeconomique,PIB nominal (en milliards de FCFA),29955.01
2018,Indicateur macroeconomique,PIB nominal (en milliards de FCFA),32222.27
2019,Indicateur macroeconomique,PIB nominal (en milliards de FCFA),34298.89
2020,Indicateur macroeconomique,PIB nominal (en milliards de FCFA),35124.6
1970,Indicateur macroeconomique,Poids (%) : Secteur primaire
1971,Indicateur macroeconomique,Poids (%) : Secteur primaire
1972,Indicateur macroeconomique,Poids (%) : Secteur primaire
1973,Indicateur macroeconomique,Poids (%) : Secteur primaire
1974,Indicateur macroeconomique,Poids (%) : Secteur primaire
1975,Indicateur macroeconomique,Poids (%) : Secteur primaire
1976,Indicateur macroeconomique,Poids (%) : Secteur primaire
1977,Indicateur macroeconomique,Poids (%) : Secteur primaire
1978,Indicateur macroeconomique,Poids (%) : Secteur primaire
1979,Indicateur macroeconomique,Poids (%) : Secteur primaire
1980,Indicateur macroeconomique,Poids (%) : Secteur primaire
1981,Indicateur macroeconomique,Poids (%) : Secteur primaire
1982,Indicateur macroeconomique,Poids (%) : Secteur primaire
1983,Indicateur macroeconomique,Poids (%) : Secteur primaire
1984,Indicateur macroeconomique,Poids (%) : Secteur primaire
1985,Indicateur macroeconomique,Poids (%) : Secteur primaire
1986,Indicateur macroeconomique,Poids (%) : Secteur primaire
1987,Indicateur macroeconomique,Poids (%) : Secteur primaire
1988,Indicateur macroeconomique,Poids (%) : Secteur primaire
1989,Indicateur macroeconomique,Poids (%) : Secteur primaire
1990,Indicateur macroeconomique,Poids (%) : Secteur primaire
1991,Indicateur macroeconomique,Poids (%) : Secteur primaire
1992,Indicateur macroeconomique,Poids (%) : Secteur primaire
1993,Indicateur macroeconomique,Poids (%) : Secteur primaire
1994,Indicateur macroeconomique,Poids (%) : Secteur primaire
1995,Indicateur macroeconomique,Poids (%) : Secteur primaire
1996,Indicateur macroeconomique,Poids (%) : Secteur primaire
1997,Indicateur macroeconomique,Poids (%) : Secteur primaire
1998,Indicateur macroeconomique,Poids (%) : Secteur primaire
1999,Indicateur macroeconomique,Poids (%) : Secteur primaire
2000,Indicateur macroeconomique,Poids (%) : Secteur primaire
2001,Indicateur macroeconomique,Poids (%) : Secteur primaire,25.926
2002,Indicateur macroeconomique,Poids (%) : Secteur primaire,27.27
2003,Indicateur macroeconomique,Poids (%) : Secteur primaire,28.781
2004,Indicateur macroeconomique,Poids (%) : Secteur primaire,23.59
2005,Indicateur macroeconomique,Poids (%) : Secteur primaire,22.593
2006,Indicateur macroeconomique,Poids (%) : Secteur primaire,22.625
2007,Indicateur macroeconomique,Poids (%) : Secteur primaire,21.995
2008,Indicateur macroeconomique,Poids (%) : Secteur primaire,22.677
2009,Indicateur macroeconomique,Poids (%) : Secteur primaire,21.2
2010,Indicateur macroeconomique,Poids (%) : Secteur primaire,24.529
2011,Indicateur macroeconomique,Poids (%) : Secteur primaire,26.342
2012,Indicateur macroeconomique,Poids (%) : Secteur primaire,17.43
2013,Indicateur macroeconomique,Poids (%) : Secteur primaire,16.82
2014,Indicateur macroeconomique,Poids (%) : Secteur primaire,16.84
2015,Indicateur macroeconomique,Poids (%) : Secteur primaire,18.36
2016,Indicateur macroeconomique,Poids (%) : Secteur primaire,19.74
2017,Indicateur macroeconomique,Poids (%) : Secteur primaire,18.74
2018,Indicateur macroeconomique,Poids (%) : Secteur primaire,20.55
2019,Indicateur macroeconomique,Poids (%) : Secteur primaire,20.67
2020,Indicateur macroeconomique,Poids (%) : Secteur primaire,20.8
1970,Indicateur macroeconomique,Secteur secondaire
1971,Indicateur macroeconomique,Secteur secondaire
1972,Indicateur macroeconomique,Secteur secondaire
1973,Indicateur macroeconomique,Secteur secondaire
1974,Indicateur macroeconomique,Secteur secondaire
1975,Indicateur macroeconomique,Secteur secondaire
1976,Indicateur macroeconomique,Secteur secondaire
1977,Indicateur macroeconomique,Secteur secondaire
1978,Indicateur macroeconomique,Secteur secondaire
1979,Indicateur macroeconomique,Secteur secondaire
1980,Indicateur macroeconomique,Secteur secondaire
1981,Indicateur macroeconomique,Secteur secondaire
1982,Indicateur macroeconomique,Secteur secondaire
1983,Indicateur macroeconomique,Secteur secondaire
1984,Indicateur macroeconomique,Secteur secondaire
1985,Indicateur macroeconomique,Secteur secondaire
1986,Indicateur macroeconomique,Secteur secondaire
1987,Indicateur macroeconomique,Secteur secondaire
1988,Indicateur macroeconomique,Secteur secondaire
